iter	Logloss
736	0.043231611
737	0.043176678
738	0.04302055339
739	0.04301416926
740	0.04300242983
741	0.0429538484
742	0.04295265132
743	0.04281621265
744	0.04272088609
745	0.04271502276
746	0.04262044899
747	0.0425403715
748	0.04245949641
749	0.04235999977
750	0.0423303497
751	0.04227968328
752	0.042276427
753	0.04226509537
754	0.04213936472
755	0.04212010057
756	0.0421170551
757	0.04204373765
758	0.04198658587
759	0.04195370868
760	0.04175481543
761	0.04171098321
762	0.04162912051
763	0.04156988132
764	0.04145747379
765	0.04137861702
766	0.04130484416
767	0.0412019628
768	0.04119925503
769	0.04119671019
770	0.04111380397
771	0.0410538309
772	0.04093898418
773	0.04092693104
774	0.04090680012
775	0.04087400306
776	0.04083043558
777	0.0407556665
778	0.04072293806
779	0.0406678698
780	0.04062556363
781	0.04057949062
782	0.04057759475
783	0.04052946892
784	0.04051173177
785	0.04047800758
786	0.04041189683
787	0.0404061162
788	0.04033233442
789	0.04032716766
790	0.04029791025
791	0.04028259336
792	0.04027118506
793	0.04027115905
794	0.04024067415
795	0.04021350438
796	0.04010150534
797	0.04006026285
798	0.04005865203
799	0.03990512934
800	0.03987285072
801	0.03977246572
802	0.03966775222
803	0.03960350202
804	0.03959310816
805	0.03959310691
806	0.03946205715
807	0.03938068915
808	0.03935352946
809	0.03930865933
810	0.03930865446
811	0.03923889024
812	0.03921296418
813	0.03920781021
814	0.03914787678
815	0.03900473351
816	0.03893352679
817	0.03893252209
818	0.03890317608
819	0.03883904972
820	0.03877454633
821	0.03864722111
822	0.03864154431
823	0.03859855176
824	0.0384973988
825	0.03835786527
826	0.0382582698
827	0.03794539723
828	0.0379091704
829	0.03790818035
830	0.03782573841
831	0.03767982157
832	0.03757855648
833	0.03757184778
834	0.03752391057
835	0.03743671617
836	0.03738188087
837	0.03734499051
838	0.03729438867
839	0.0372132663
840	0.03720898058
841	0.03711307781
842	0.03706915039
843	0.03700239891
844	0.03696721105
845	0.0368768069
846	0.0368154148
847	0.03672398478
848	0.03671285337
849	0.03661455608
850	0.03660562393
851	0.0365740831
852	0.03655419128
853	0.03655090143
854	0.03652994678
855	0.03652074423
856	0.03649741526
857	0.03641654354
858	0.0363458467
859	0.03630118349
860	0.03622635935
861	0.03616961088
862	0.03611142659
863	0.03607674636
864	0.03606209955
865	0.03596636472
866	0.03586923194
867	0.03583108075
868	0.03578159656
869	0.03576720639
870	0.03576516274
871	0.03575916227
872	0.03558368646
873	0.03557775411
874	0.03556779879
875	0.03543237202
876	0.03537797766
877	0.03534183736
878	0.0353386239
879	0.03532258533
880	0.03528866938
881	0.03521355382
882	0.03519671301
883	0.03516496619
884	0.03515885539
885	0.03501907385
886	0.03498632562
887	0.03498631979
888	0.03490572045
889	0.0349042872
890	0.03482660904
891	0.03479015504
892	0.03476156447
893	0.03468469831
894	0.03466399828
895	0.03458131472
896	0.03454241476
897	0.03448632876
898	0.03446323547
899	0.03443673198
900	0.03435432771
901	0.03434084403
902	0.03428600905
903	0.03428022097
904	0.03421340684
905	0.03417048782
906	0.03408616288
907	0.03400468491
908	0.03399530147
909	0.03393425021
910	0.03391211578
911	0.03389257173
912	0.0338389097
913	0.03383887625
914	0.03367918769
915	0.0336336549
916	0.03357567787
917	0.03356566305
918	0.03351921383
919	0.03338381708
920	0.03337549512
921	0.03335345455
922	0.03331979712
923	0.03330713358
924	0.03328223265
925	0.03323158988
926	0.03322468056
927	0.03320480961
928	0.03319035916
929	0.03317670686
930	0.03315859945
931	0.03307245259
932	0.0330043923
933	0.03297347651
934	0.03297062921
935	0.03290671795
936	0.03279799248
937	0.03278020366
938	0.03268111842
939	0.03263033345
940	0.0326208851
941	0.03252556545
942	0.03243217829
943	0.03240137003
944	0.03237171488
945	0.03236663128
946	0.03236211257
947	0.03228507825
948	0.03222843284
949	0.0321949458
950	0.03210629475
951	0.03210470859
952	0.03209694666
953	0.03207222804
954	0.0320676866
955	0.03205519695
956	0.03203265041
957	0.03195347553
958	0.03190823113
959	0.03187922947
960	0.0318729972
961	0.03183316622
962	0.03182985675
963	0.03181083529
964	0.03178673692
965	0.03178017433
966	0.03177778746
967	0.03177549448
968	0.03175014394
969	0.03171575019
970	0.03167200259
971	0.0316055689
972	0.0315677403
973	0.03149251848
974	0.03144540519
975	0.03143455216
976	0.03141808585
977	0.03134996249
978	0.03132299564
979	0.03126128798
980	0.03125568753
981	0.0312447484
982	0.03123932777
983	0.03122047865
984	0.03117558129
985	0.03116642512
986	0.03116543954
987	0.03113117851
988	0.03109916677
989	0.03109182609
990	0.03106351389
991	0.0310188116
992	0.03098785743
993	0.03097823554
994	0.03097042052
995	0.03097013077
996	0.03093048753
997	0.0308104171
998	0.03076812624
999	0.03072884615
